id,from_stop,to_stop,distance_km,mean_travel_time,std_travel_time,p50_time,p90_time,p95_time,traffic_condition,lognormal_mu,lognormal_sigma
S060_S012,S060,S012,11.132,16.54,4.21,16.03,22.1,24.2,normal,2.7745,0.2503
S012_S062,S012,S062,7.01,13.69,4.11,13.11,19.11,21.26,light,2.5734,0.294
S062_S012,S062,S012,7.01,13.86,4.36,13.22,19.6,21.91,light,2.5817,0.3072
S012_S063,S012,S063,17.353,42.93,9.58,41.9,55.59,60.23,heavy,3.7354,0.2205
S063_S012,S063,S012,17.353,42.64,9.13,41.7,54.69,59.06,heavy,3.7305,0.2116
S012_S065,S012,S065,13.631,20.84,5.32,20.19,27.87,30.53,normal,3.0051,0.2515
S065_S012,S065,S012,13.631,20.21,5.21,19.58,27.09,29.7,normal,2.9743,0.2534
S012_S067,S012,S067,5.203,10.46,1.81,10.3,12.84,13.67,normal,2.3326,0.1716
S067_S012,S067,S012,5.203,11.04,1.85,10.88,13.47,14.31,normal,2.3873,0.1665
S012_S068,S012,S068,13.039,20.44,5.95,19.62,28.29,31.38,normal,2.9768,0.2853
S068_S012,S068,S012,13.039,21.81,6.06,21.01,29.81,32.91,normal,3.0452,0.2727
S012_S070,S012,S070,9.212,15.6,3.32,15.25,19.98,21.56,normal,2.7249,0.2103
S070_S012,S070,S012,9.212,15.11,3.11,14.8,19.21,20.68,normal,2.6947,0.2034
S012_S071,S012,S071,16.016,26.79,6.76,25.98,35.71,39.08,normal,3.2572,0.2483
S071_S012,S071,S012,16.016,27.2,6.86,26.38,36.26,39.68,normal,3.2726,0.2482
S012_S072,S012,S072,9.612,18.93,4.68,18.38,25.12,27.44,normal,2.9112,0.2437
S072_S012,S072,S012,9.612,19.1,4.67,18.55,25.27,27.58,normal,2.9206,0.2411
S012_S073,S012,S073,16.485,39.87,8.49,39.0,51.08,55.14,normal,3.6635,0.2106
S073_S012,S073,S012,16.485,40.63,9.11,39.65,52.67,57.08,normal,3.6801,0.2215
S012_S075,S012,S075,11.395,22.49,5.55,21.84,29.83,32.58,heavy,3.0836,0.2433
S075_S012,S075,S012,11.395,23.63,6.07,22.88,31.64,34.68,heavy,3.1304,0.2528
S013_S016,S013,S016,2.825,7.13,1.77,6.92,9.47,10.35,heavy,1.9339,0.2453
S016_S013,S016,S013,2.825,7.03,1.9,6.79,9.53,10.49,heavy,1.9153,0.2648
S013_S017,S013,S017,6.98,11.2,1.87,11.05,13.66,14.51,light,2.4026,0.1654
S017_S013,S017,S013,6.98,11.73,1.76,11.6,14.05,14.83,light,2.4513,0.1493
S013_S018,S013,S018,3.066,8.12,1.58,7.97,10.21,10.95,normal,2.0759,0.1932
S018_S013,S018,S013,3.066,7.69,1.57,7.54,9.76,10.51,normal,2.0196,0.2021
S013_S019,S013,S019,10.323,16.81,5.1,16.09,23.52,26.2,normal,2.7779,0.2965
S019_S013,S019,S013,10.323,16.84,5.17,16.1,23.65,26.38,normal,2.7786,0.3002
S013_S021,S013,S021,12.846,28.17,7.29,27.28,37.79,41.45,normal,3.306,0.2544
S021_S013,S021,S013,12.846,28.36,7.66,27.38,38.48,42.36,normal,3.3099,0.2653
S013_S022,S013,S022,14.04,30.57,7.28,29.74,40.19,43.77,heavy,3.3924,0.235
S022_S013,S022,S013,14.04,32.97,6.71,32.3,41.82,44.99,heavy,3.4752,0.2013
S013_S023,S013,S023,1.571,2.44,0.73,2.34,3.41,3.79,normal,0.8494,0.2938
S023_S013,S023,S013,1.571,2.59,0.66,2.51,3.47,3.8,normal,0.9189,0.2527
S013_S024,S013,S024,15.983,47.5,15.32,45.2,67.65,75.83,heavy,3.8112,0.3145
S024_S013,S024,S013,15.983,47.04,16.83,44.29,69.11,78.39,heavy,3.7907,0.3471
S013_S026,S013,S026,1.781,2.85,0.56,2.79,3.59,3.86,normal,1.0278,0.1955
S026_S013,S026,S013,1.781,3.01,0.57,2.96,3.77,4.04,normal,1.0852,0.189
S013_S027,S013,S027,13.102,34.72,9.49,33.5,47.25,52.08,heavy,3.5114,0.2683
S027_S013,S027,S013,13.102,36.46,10.07,35.15,49.75,54.89,heavy,3.5596,0.271
S013_S028,S013,S028,1.53,2.75,0.7,2.66,3.68,4.03,normal,0.9791,0.2524
S028_S013,S028,S013,1.53,2.67,0.73,2.58,3.64,4.01,normal,0.9459,0.2697
S013_S029,S013,S029,11.991,25.89,5.27,25.37,32.85,35.34,normal,3.2337,0.2014
S029_S013,S029,S013,11.991,27.9,5.46,27.39,35.1,37.66,normal,3.31,0.1937
S013_S031,S013,S031,4.528,15.34,5.26,14.52,22.25,25.11,heavy,2.6753,0.3331
S031_S013,S031,S013,4.528,16.37,5.77,15.44,23.95,27.12,heavy,2.737,0.3424
S013_S032,S013,S032,13.806,28.43,4.99,28.0,35.0,37.28,heavy,3.3321,0.1741
S032_S013,S032,S013,13.806,27.29,5.2,26.81,34.14,36.56,heavy,3.2886,0.1887
S013_S033,S013,S033,7.082,14.87,4.5,14.24,20.8,23.16,heavy,2.6558,0.2957
S033_S013,S033,S013,7.082,14.85,4.57,14.19,20.86,23.27,heavy,2.6526,0.3006
S013_S036,S013,S036,14.105,30.92,7.2,30.11,40.43,43.94,normal,3.4049,0.2298
S036_S013,S036,S013,14.105,28.82,7.62,27.86,38.88,42.73,normal,3.3271,0.2601
S013_S037,S013,S037,10.472,16.81,3.88,16.38,21.93,23.82,normal,2.7961,0.2276
S037_S013,S037,S013,10.472,16.21,4.21,15.69,21.78,23.9,normal,2.7532,0.2557
S013_S038,S013,S038,6.375,13.02,4.43,12.32,18.83,21.24,normal,2.5116,0.3308
S038_S013,S038,S013,6.375,13.19,4.75,12.41,19.42,22.05,normal,2.5183,0.3495
S013_S041,S013,S041,3.627,7.54,1.27,7.44,9.22,9.8,heavy,2.0066,0.1674
S041_S013,S041,S013,3.627,7.71,1.32,7.6,9.45,10.05,heavy,2.0275,0.1703
S013_S042,S013,S042,12.523,19.26,5.96,18.4,27.11,30.25,normal,2.9126,0.3021
S042_S013,S042,S013,12.523,18.4,5.87,17.52,26.13,29.25,normal,2.8636,0.3115
S013_S043,S013,S043,4.968,11.36,2.31,11.13,14.42,15.51,normal,2.4099,0.2016
S043_S013,S043,S013,4.968,11.07,2.35,10.83,14.17,15.29,normal,2.3819,0.2101
S013_S044,S013,S044,13.061,23.52,5.81,22.83,31.19,34.07,normal,3.1281,0.2434
S044_S013,S044,S013,13.061,25.0,6.12,24.28,33.08,36.1,normal,3.1898,0.2411
S013_S046,S013,S046,1.772,6.26,1.72,6.04,8.54,9.42,heavy,1.7979,0.2702
S046_S013,S046,S013,1.772,5.78,1.87,5.5,8.24,9.24,heavy,1.704,0.3159
S013_S047,S013,S047,13.099,31.24,7.54,30.37,41.19,44.91,normal,3.4133,0.2379
S047_S013,S047,S013,13.099,29.75,7.82,28.77,40.08,44.02,normal,3.3594,0.2585
S013_S048,S013,S048,5.554,13.53,3.79,13.02,18.52,20.46,normal,2.5668,0.2747
S048_S013,S048,S013,5.554,14.34,4.07,13.79,19.71,21.81,normal,2.624,0.2786
S013_S049,S013,S049,12.996,44.11,9.8,43.06,57.04,61.77,heavy,3.7625,0.2194
S049_S013,S049,S013,12.996,43.2,10.59,41.96,57.19,62.43,heavy,3.7367,0.2415
S013_S051,S013,S051,12.709,30.13,6.91,29.36,39.25,42.61,normal,3.3798,0.2263
S051_S013,S051,S013,12.709,31.22,7.26,30.4,40.81,44.35,normal,3.4146,0.2295
S013_S052,S013,S052,8.982,14.98,2.52,14.77,18.3,19.44,light,2.6926,0.1671
S052_S013,S052,S013,8.982,13.78,2.51,13.56,17.09,18.25,light,2.6071,0.1805
S013_S053,S013,S053,1.884,6.19,1.21,6.08,7.79,8.35,heavy,1.8044,0.1934
S053_S013,S053,S013,1.884,5.7,1.26,5.57,7.36,7.97,heavy,1.7176,0.2176
S013_S054,S013,S054,10.714,16.77,5.83,15.84,24.42,27.6,normal,2.7623,0.3378
S054_S013,S054,S013,10.714,17.29,5.8,16.39,24.91,28.05,normal,2.7966,0.3267
S013_S056,S013,S056,1.932,3.71,0.62,3.66,4.53,4.81,light,1.2962,0.1667
S056_S013,S056,S013,1.932,3.47,0.61,3.42,4.27,4.55,light,1.2295,0.1732
S013_S057,S013,S057,11.417,33.04,7.49,32.23,42.93,46.56,heavy,3.4728,0.2237
S057_S013,S057,S013,11.417,33.79,7.75,32.94,44.03,47.8,heavy,3.4946,0.2264
S013_S058,S013,S058,0.347,0.89,0.23,0.86,1.2,1.32,normal,-0.1474,0.2583
S058_S013,S058,S013,0.347,0.88,0.24,0.85,1.21,1.33,normal,-0.1606,0.2719
S013_S061,S013,S061,13.35,23.18,4.18,22.81,28.68,30.61,normal,3.1271,0.1788
S061_S013,S061,S013,13.35,23.61,4.13,23.25,29.05,30.94,normal,3.1465,0.1736
S013_S062,S013,S062,9.364,21.33,7.02,20.26,30.57,34.34,normal,3.0085,0.3209
S062_S013,S062,S013,9.364,22.19,7.15,21.12,31.6,35.42,normal,3.0502,0.3143
S013_S063,S013,S063,4.433,8.96,3.07,8.48,13.0,14.67,normal,2.1375,0.3332
S063_S013,S063,S013,4.433,9.38,2.92,8.96,13.22,14.76,normal,2.1924,0.3037
S013_S064,S013,S064,12.566,21.61,4.31,21.19,27.3,29.33,normal,3.0535,0.1977
S064_S013,S064,S013,12.566,21.95,4.41,21.52,27.77,29.85,normal,3.0692,0.1987
S013_S066,S013,S066,6.579,10.5,3.03,10.09,14.5,16.06,normal,2.312,0.2824
S066_S013,S066,S013,6.579,10.01,3.09,9.56,14.08,15.71,normal,2.258,0.3018
S013_S067,S013,S067,12.182,28.36,6.48,27.65,36.92,40.07,normal,3.3196,0.2255
S067_S013,S067,S013,12.182,26.34,6.99,25.46,35.57,39.1,normal,3.237,0.2609
S013_S068,S013,S068,5.167,6.41,1.6,6.22,8.52,9.32,light,1.8283,0.2452
S068_S013,S068,S013,5.167,6.15,1.64,5.94,8.31,9.14,light,1.7816,0.2623
S013_S069,S013,S069,15.281,52.85,17.32,50.22,75.64,84.94,heavy,3.9165,0.3194
S069_S013,S069,S013,15.281,56.97,18.83,54.09,81.73,91.86,heavy,3.9907,0.3219
S013_S071,S013,S071,7.198,23.66,7.62,22.52,33.69,37.76,heavy,3.1145,0.3142
S071_S013,S071,S013,7.198,23.15,7.9,21.91,33.53,37.83,heavy,3.087,0.3319
S013_S072,S013,S072,6.515,8.92,3.04,8.44,12.91,14.57,light,2.1332,0.3316
S072_S013,S072,S013,6.515,8.23,2.78,7.8,11.88,13.38,light,2.0537,0.3284
S013_S073,S013,S073,0.736,1.38,0.22,1.36,1.66,1.76,light,0.3077,0.157
S073_S013,S073,S013,0.736,1.48,0.21,1.46,1.76,1.85,light,0.379,0.1436
S013_S074,S013,S074,17.396,37.64,11.01,36.13,52.16,57.88,normal,3.587,0.2865
S074_S013,S074,S013,17.396,37.18,10.8,35.71,51.42,57.01,normal,3.5753,0.2845
S014_S015,S014,S015,12.419,28.9,7.44,27.98,38.72,42.45,heavy,3.3316,0.2534
S015_S014,S015,S014,12.419,27.87,7.16,26.99,37.32,40.91,heavy,3.2955,0.2528
S014_S019,S014,S019,10.192,25.62,4.88,25.16,32.06,34.33,heavy,3.2254,0.1889
S019_S014,S019,S014,10.192,25.77,4.78,25.33,32.06,34.28,heavy,3.2321,0.1838
S014_S020,S014,S020,7.929,11.66,3.69,11.11,16.52,18.49,light,2.4082,0.3094
S020_S014,S020,S014,7.929,11.3,3.65,10.76,16.11,18.06,light,2.3757,0.3148
S014_S024,S014,S024,5.381,7.86,1.55,7.71,9.91,10.64,normal,2.0428,0.1958
S024_S014,S024,S014,5.381,7.34,1.53,7.19,9.37,10.1,normal,1.9721,0.2067
S014_S025,S014,S025,5.736,11.08,3.01,10.69,15.05,16.58,normal,2.3693,0.2669
S025_S014,S025,S014,5.736,11.37,3.11,10.97,15.47,17.05,normal,2.3952,0.2682
S014_S029,S014,S029,9.94,23.38,3.57,23.11,28.07,29.66,normal,3.1402,0.1517
S029_S014,S029,S014,9.94,24.13,3.33,23.9,28.5,29.95,normal,3.174,0.1372
S014_S030,S014,S030,8.951,13.08,3.33,12.68,17.48,19.14,normal,2.5397,0.2506
S030_S014,S030,S014,8.951,12.38,3.08,12.02,16.45,17.98,normal,2.4863,0.2451
S014_S033,S014,S033,16.196,34.87,7.1,34.17,44.25,47.61,heavy,3.5313,0.2017
S033_S014,S033,S014,16.196,36.38,6.44,35.83,44.87,47.82,heavy,3.5787,0.1755
S014_S034,S014,S034,2.645,3.54,0.72,3.47,4.49,4.83,light,1.2429,0.2023
S034_S014,S034,S014,2.645,3.4,0.79,3.31,4.45,4.84,light,1.1983,0.2296
S014_S035,S014,S035,17.499,30.39,7.57,29.49,40.39,44.16,normal,3.3839,0.2455
S035_S014,S035,S014,17.499,29.71,7.57,28.79,39.71,43.49,normal,3.3599,0.2509
S014_S038,S014,S038,16.755,30.16,6.74,29.43,39.06,42.32,normal,3.382,0.2208
S038_S014,S038,S014,16.755,31.47,7.27,30.67,41.08,44.63,normal,3.4232,0.2281
S014_S039,S014,S039,6.456,9.28,1.61,9.14,11.4,12.13,light,2.2131,0.1718
S039_S014,S039,S014,6.456,8.6,1.72,8.44,10.88,11.69,light,2.1324,0.1983
S014_S040,S014,S040,12.05,26.89,6.57,26.12,35.56,38.81,normal,3.2626,0.2408
S040_S014,S040,S014,12.05,28.69,6.15,28.06,36.81,39.76,normal,3.3342,0.2119
S014_S043,S014,S043,15.54,22.63,3.55,22.35,27.31,28.9,normal,3.107,0.1561
S043_S014,S043,S014,15.54,23.5,3.5,23.24,28.1,29.65,normal,3.146,0.148
S014_S044,S014,S044,7.972,16.82,3.92,16.38,22.0,23.92,normal,2.7961,0.2302
S044_S014,S044,S014,7.972,16.2,3.59,15.82,20.95,22.68,normal,2.7613,0.219
S014_S048,S014,S048,14.942,41.09,10.29,39.86,54.68,59.8,heavy,3.6853,0.2466
S048_S014,S048,S014,14.942,38.98,10.91,37.54,53.38,58.98,heavy,3.6253,0.2747
S014_S049,S014,S049,7.841,9.61,3.27,9.09,13.91,15.69,light,2.2074,0.3315
S049_S014,S049,S014,7.841,10.19,3.51,9.63,14.8,16.71,light,2.2647,0.3353
S014_S050,S014,S050,9.121,12.41,2.63,12.14,15.89,17.15,light,2.4968,0.2098
S050_S014,S050,S014,9.121,12.52,2.37,12.3,15.65,16.76,light,2.5096,0.188
S014_S054,S014,S054,11.127,25.66,6.74,24.82,34.57,37.97,normal,3.2117,0.2584
S054_S014,S054,S014,11.127,26.65,6.4,25.91,35.1,38.25,normal,3.2547,0.2367
S014_S055,S014,S055,16.442,45.35,15.62,42.88,65.87,74.38,heavy,3.7584,0.3348
S055_S014,S055,S014,16.442,47.04,15.76,44.6,67.75,76.27,heavy,3.7977,0.3262
S014_S059,S014,S059,4.871,10.4,1.87,10.24,12.88,13.74,heavy,2.3263,0.1787
S059_S014,S059,S014,4.871,9.61,1.89,9.43,12.11,12.99,heavy,2.2441,0.1947
S014_S060,S014,S060,13.026,30.39,8.77,29.2,41.96,46.5,heavy,3.3741,0.2829
S060_S014,S060,S014,13.026,32.58,7.9,31.66,43.02,46.92,heavy,3.4552,0.239
S014_S063,S014,S063,17.275,29.49,9.43,28.09,41.9,46.93,normal,3.3354,0.312
S063_S014,S063,S014,17.275,28.58,8.88,27.3,40.28,44.97,normal,3.3068,0.3034
S014_S064,S014,S064,8.085,9.9,2.32,9.64,12.96,14.09,light,2.2656,0.2309
S064_S014,S064,S014,8.085,10.65,2.15,10.43,13.48,14.5,light,2.3451,0.1999
S014_S065,S014,S065,5.956,12.95,2.06,12.79,15.66,16.58,normal,2.5485,0.1578
S065_S014,S065,S014,5.956,13.77,2.06,13.62,16.49,17.4,normal,2.6115,0.149
S014_S068,S014,S068,15.472,25.77,5.79,25.15,33.42,36.22,normal,3.2248,0.2217
S068_S014,S068,S014,15.472,24.06,5.32,23.5,31.09,33.65,normal,3.1568,0.2184
S014_S069,S014,S069,6.603,13.65,4.29,13.02,19.3,21.57,light,2.5668,0.3066
S069_S014,S069,S014,6.603,13.85,3.91,13.33,19.01,21.02,light,2.59,0.277
S014_S070,S014,S070,13.554,23.07,4.06,22.72,28.43,30.29,normal,3.1233,0.1748
S070_S014,S070,S014,13.554,22.19,3.91,21.85,27.35,29.14,normal,3.0843,0.175
S014_S074,S014,S074,5.36,8.46,2.45,8.12,11.7,12.97,normal,2.0948,0.2843
S074_S014,S074,S014,5.36,8.21,2.34,7.9,11.3,12.51,normal,2.0666,0.2797
S014_S075,S014,S075,9.283,20.15,3.84,19.8,25.22,27.01,light,2.9855,0.1888
S075_S014,S075,S014,9.283,19.04,3.58,18.71,23.77,25.43,light,2.9292,0.1865
S015_S017,S015,S017,13.144,25.18,5.82,24.53,32.87,35.71,normal,3.2,0.2283
S017_S015,S017,S015,13.144,24.61,6.14,23.88,32.72,35.77,normal,3.1729,0.2457
S015_S019,S015,S019,11.368,29.67,7.2,28.83,39.18,42.73,heavy,3.3615,0.2392
S019_S015,S019,S015,11.368,27.72,7.64,26.73,37.81,41.71,heavy,3.2857,0.2706
S015_S020,S015,S020,4.743,8.61,2.51,8.27,11.92,13.22,light,2.1126,0.2851
S020_S015,S020,S015,4.743,8.22,2.68,7.81,11.75,13.19,light,2.0559,0.3183
S015_S022,S015,S022,8.458,20.33,5.94,19.51,28.16,31.25,normal,2.9709,0.2863
S022_S015,S022,S015,8.458,19.99,5.4,19.3,27.12,29.87,normal,2.9599,0.2656
S015_S024,S015,S024,13.877,40.18,12.62,38.33,56.8,63.49,heavy,3.6463,0.3067
S024_S015,S024,S015,13.877,37.16,12.38,35.26,53.44,60.12,heavy,3.5628,0.3243
S015_S025,S015,S025,8.489,16.41,4.92,15.72,22.89,25.46,normal,2.7547,0.2932
S025_S015,S025,S015,8.489,15.34,4.52,14.72,21.31,23.66,normal,2.6889,0.2888
S015_S027,S015,S027,12.814,27.4,4.78,27.0,33.7,35.88,heavy,3.2957,0.173
S027_S015,S027,S015,12.814,28.85,5.24,28.39,35.75,38.17,heavy,3.3459,0.18
S015_S029,S015,S029,15.615,38.06,11.98,36.31,53.84,60.19,normal,3.592,0.3073
S029_S015,S029,S015,15.615,39.2,13.03,37.2,56.33,63.36,normal,3.6163,0.3237
S015_S030,S015,S030,5.597,12.05,3.22,11.65,16.31,17.94,light,2.455,0.2626
S030_S015,S030,S015,5.597,11.13,2.94,10.76,15.01,16.5,light,2.3761,0.2597
S015_S032,S015,S032,8.89,13.32,3.18,12.95,17.52,19.08,normal,2.5614,0.2354
S032_S015,S032,S015,8.89,12.45,3.4,12.01,16.94,18.67,normal,2.4857,0.2682
S015_S034,S015,S034,15.048,23.65,4.13,23.3,29.09,30.98,normal,3.1483,0.1732
S034_S015,S034,S015,15.048,21.95,4.48,21.51,27.86,29.98,normal,3.0683,0.2019
S015_S035,S015,S035,7.834,20.69,6.1,19.85,28.74,31.92,heavy,2.9881,0.2888
S035_S015,S035,S015,7.834,19.14,6.33,18.17,27.45,30.86,heavy,2.8997,0.322
S015_S037,S015,S037,12.449,39.61,7.64,38.9,49.7,53.27,heavy,3.6609,0.1912
S037_S015,S037,S015,12.449,38.19,7.56,37.46,48.16,51.72,heavy,3.6232,0.1961
S015_S039,S015,S039,17.136,41.17,11.23,39.72,55.99,61.71,normal,3.6818,0.2679
S039_S015,S039,S015,17.136,39.5,10.77,38.1,53.72,59.2,normal,3.6403,0.2679
S015_S040,S015,S040,5.089,8.58,2.23,8.31,11.53,12.65,light,2.117,0.2559
S040_S015,S040,S015,5.089,8.02,2.18,7.74,10.9,12.01,light,2.0458,0.2672
S015_S042,S015,S042,6.617,13.07,3.64,12.59,17.87,19.73,normal,2.5327,0.2733
S042_S015,S042,S015,6.617,13.34,3.86,12.81,18.43,20.43,normal,2.5506,0.2835
S015_S044,S015,S044,13.789,21.83,7.59,20.62,31.8,35.95,normal,3.0262,0.338
S044_S015,S044,S015,13.789,21.34,7.66,20.08,31.38,35.61,normal,2.9999,0.3482
S015_S045,S015,S045,7.213,13.66,4.54,12.96,19.63,22.08,normal,2.5617,0.3239
S045_S015,S045,S015,7.213,13.41,4.25,12.79,19.01,21.27,normal,2.5483,0.3093
S015_S047,S015,S047,11.412,24.13,4.68,23.69,30.3,32.49,normal,3.165,0.192
S047_S015,S047,S015,11.412,22.42,5.14,21.86,29.21,31.71,normal,3.0846,0.2261
S015_S049,S015,S049,13.352,33.19,10.07,31.76,46.45,51.74,heavy,3.4581,0.2967
S049_S015,S049,S015,13.352,35.7,9.26,34.56,47.94,52.59,heavy,3.5427,0.2552
S015_S050,S015,S050,5.114,7.42,1.51,7.27,9.41,10.13,light,1.9842,0.2013
S050_S015,S050,S015,5.114,7.74,1.64,7.57,9.91,10.69,light,2.0238,0.2102
S015_S052,S015,S052,17.122,30.65,10.62,28.96,44.6,50.4,normal,3.366,0.3368
S052_S015,S052,S015,17.122,29.94,11.34,28.0,44.78,51.14,normal,3.3322,0.3662
S015_S054,S015,S054,15.883,24.5,4.54,24.09,30.48,32.58,normal,3.1816,0.1837
S054_S015,S054,S015,15.883,23.78,4.75,23.32,30.06,32.3,normal,3.1494,0.1979
S015_S055,S015,S055,6.127,12.6,3.38,12.17,17.07,18.78,normal,2.499,0.2637
S055_S015,S055,S015,6.127,13.5,3.42,13.09,18.03,19.73,normal,2.5718,0.2496
S015_S057,S015,S057,9.907,24.13,4.53,23.71,30.1,32.2,heavy,3.166,0.186
S057_S015,S057,S015,9.907,24.29,4.23,23.93,29.87,31.8,heavy,3.175,0.173
S015_S059,S015,S059,16.115,42.48,6.85,41.94,51.5,54.59,normal,3.7363,0.1602
S059_S015,S059,S015,16.115,40.57,6.89,40.0,49.65,52.78,normal,3.6889,0.1685
S015_S060,S015,S060,3.376,9.2,3.07,8.73,13.24,14.89,normal,2.1665,0.3248
S060_S015,S060,S015,3.376,9.65,2.97,9.22,13.57,15.13,normal,2.2219,0.3009
S015_S062,S015,S062,13.159,30.9,9.59,29.51,43.54,48.61,normal,3.3848,0.3034
S062_S015,S062,S015,13.159,28.73,8.92,27.43,40.48,45.19,normal,3.3118,0.3034
S015_S064,S015,S064,10.094,22.65,4.04,22.3,27.98,29.83,heavy,3.1046,0.1769
S064_S015,S064,S015,10.094,23.91,4.33,23.53,29.62,31.62,heavy,3.1581,0.1797
S015_S065,S015,S065,6.638,13.05,2.93,12.73,16.92,18.34,heavy,2.5439,0.222
S065_S015,S065,S015,6.638,13.23,2.84,12.93,16.97,18.33,heavy,2.5597,0.212
S015_S067,S015,S067,12.839,27.08,9.35,25.59,39.35,44.44,normal,3.2423,0.3355
S067_S015,S067,S015,12.839,29.02,9.89,27.47,42.01,47.39,normal,3.313,0.3315
S015_S069,S015,S069,14.744,28.98,8.11,27.91,39.68,43.84,heavy,3.3289,0.2746
S069_S015,S069,S015,14.744,29.94,8.21,28.87,40.78,44.97,heavy,3.3629,0.2693
S015_S070,S015,S070,9.57,14.43,3.94,13.92,19.63,21.63,normal,2.6334,0.2679
S070_S015,S070,S015,9.57,13.79,4.01,13.24,19.07,21.15,normal,2.5835,0.2846
S015_S072,S015,S072,14.59,34.32,7.25,33.58,43.9,47.36,normal,3.5139,0.2091
S072_S015,S072,S015,14.59,33.19,6.79,32.52,42.15,45.37,normal,3.4818,0.2024
S015_S074,S015,S074,15.356,41.81,12.14,40.15,57.83,64.12,normal,3.6927,0.2845
S074_S015,S074,S015,15.356,41.09,13.34,39.08,58.64,65.78,normal,3.6655,0.3166
S015_S075,S015,S075,3.206,4.66,0.73,4.6,5.62,5.94,normal,1.5264,0.1555
S075_S015,S075,S015,3.206,4.97,0.8,4.91,6.02,6.38,normal,1.591,0.1593
S016_S017,S016,S017,4.407,13.51,3.55,13.07,18.21,20.0,heavy,2.5701,0.2587
S017_S016,S017,S016,4.407,12.73,3.73,12.22,17.65,19.59,heavy,2.5032,0.2869
S016_S018,S016,S018,5.841,13.1,4.54,12.38,19.06,21.53,normal,2.5157,0.3367
S018_S016,S018,S016,5.841,13.38,4.96,12.55,19.87,22.63,normal,2.5296,0.3586
S016_S021,S016,S021,13.325,20.8,5.91,20.01,28.6,31.64,normal,2.9963,0.2785
S021_S016,S021,S016,13.325,22.09,5.84,21.35,29.8,32.76,normal,3.0612,0.2601
S016_S022,S016,S022,11.503,34.12,6.82,33.46,43.13,46.34,heavy,3.5104,0.198
S022_S016,S022,S016,11.503,33.31,7.21,32.55,42.83,46.29,heavy,3.4828,0.2141
S016_S023,S016,S023,4.29,9.54,1.52,9.42,11.55,12.23,heavy,2.2433,0.1586
S023_S016,S023,S016,4.29,9.9,1.67,9.76,12.1,12.85,heavy,2.2785,0.1672
S016_S026,S016,S026,1.954,3.99,0.99,3.87,5.3,5.79,heavy,1.3532,0.2449
S026_S016,S026,S016,1.954,3.89,0.97,3.78,5.17,5.65,heavy,1.3292,0.2446
S016_S027,S016,S027,10.292,16.01,4.93,15.3,22.5,25.09,normal,2.7278,0.3008
S027_S016,S027,S016,10.292,16.39,5.11,15.65,23.13,25.83,normal,2.7506,0.3045
S016_S028,S016,S028,2.596,5.24,0.86,5.17,6.38,6.77,light,1.6435,0.1636
S028_S016,S028,S016,2.596,5.07,0.83,5.0,6.17,6.54,light,1.6103,0.1631
S016_S031,S016,S031,6.829,9.99,1.65,9.85,12.15,12.9,normal,2.2877,0.1637
S031_S016,S031,S016,6.829,10.61,1.53,10.5,12.62,13.3,normal,2.351,0.1439
S016_S032,S016,S032,11.234,38.72,13.1,36.68,55.94,63.04,heavy,3.6022,0.3292
S032_S016,S032,S016,11.234,37.72,14.37,35.24,56.51,64.59,heavy,3.5623,0.3682
S016_S033,S016,S033,9.149,18.59,5.41,17.85,25.72,28.53,heavy,2.882,0.285
S033_S016,S033,S016,9.149,19.91,5.05,19.29,26.57,29.09,heavy,2.9598,0.2495
S016_S036,S016,S036,14.466,29.44,5.34,28.97,36.49,38.95,heavy,3.3663,0.18
S036_S016,S036,S016,14.466,28.65,5.85,28.07,36.37,39.14,heavy,3.3347,0.2021
S016_S037,S016,S037,7.703,15.31,3.99,14.81,20.58,22.59,normal,2.6956,0.2565
S037_S016,S037,S016,7.703,15.7,3.83,15.26,20.77,22.66,normal,2.725,0.2405
S016_S038,S016,S038,8.528,28.88,6.6,28.15,37.6,40.81,heavy,3.3376,0.2257
S038_S016,S038,S016,8.528,27.28,6.42,26.55,35.75,38.9,heavy,3.2791,0.2321
S016_S041,S016,S041,1.898,5.03,1.05,4.93,6.42,6.92,heavy,1.5944,0.2067
S041_S016,S041,S016,1.898,4.79,0.95,4.7,6.05,6.49,heavy,1.5471,0.1967
S016_S042,S016,S042,10.527,33.55,6.99,32.84,42.78,46.1,heavy,3.4917,0.2062
S042_S016,S042,S016,10.527,33.41,6.45,32.8,41.92,44.94,heavy,3.4904,0.1914
S016_S043,S016,S043,5.857,9.32,2.28,9.06,12.33,13.46,normal,2.2035,0.2407
S043_S016,S043,S016,5.857,8.71,2.3,8.42,11.75,12.9,normal,2.1312,0.2592
S016_S046,S016,S046,1.056,2.47,0.81,2.34,3.53,3.96,normal,0.8517,0.3188
S046_S016,S046,S016,1.056,2.34,0.73,2.24,3.31,3.7,normal,0.8043,0.3057
S016_S047,S016,S047,10.346,20.16,4.09,19.76,25.55,27.48,normal,2.9835,0.2006
S047_S016,S047,S016,10.346,20.37,3.8,20.02,25.38,27.14,normal,2.9967,0.185
S016_S048,S016,S048,6.321,10.55,1.79,10.41,12.91,13.72,normal,2.3425,0.1681
S048_S016,S048,S016,6.321,11.08,1.76,10.94,13.39,14.18,normal,2.3923,0.1576
S016_S051,S016,S051,12.452,27.16,5.31,26.66,34.18,36.67,heavy,3.2832,0.1937
